Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1779503163646948.323	,1779503163646948.330	
0,_Z14scatter_customIfiEvPT_PKS0_PKT0_jj,AI_CORE,2,3,5.795,1779503163655887.280	,1779503163655893.075	
0,N/A,PLACE_HOLDER_SQE,65535,4,0.007,1779503163656280.124	,1779503163656280.131	
0,N/A,PLACE_HOLDER_SQE,65535,5,0.007,1779503163656401.654	,1779503163656401.661	
